1670257024378	<<<	[C|CDH|T]
1670257024447	>>>	T|CDH|GPS,0/1/1T0:0:0,0,0,0,0,0|SEP,1,1,1,1,0
1670257024453	>>>	T|EPS|I,66,8.22,-202.20|I,67,5.00,61.70|I,68,3.16,3200.00|I,69,4.99,59.80|I,70,5.01,24.20|I,71,5.00,0.10|I,65,8.19,-3200.00|I_E,1,1,1,1|DA,0.00,0.00,0.00|DB,31.44|DC,26.50|C,0
1670257024456	>>>	T|EXP|THERM_P1,0|THERM_P2,0|I,64,-0.04,0.00,-0.80|I,67,-0.05,0.00,-0.90|P1A,20.38|P1B,20.44|P1C,20.44|P2A,20.69|P2B,20.75|
1670257029389	<<<	[C|CDH|T]
1670257029591	>>>	T|CDH|GPS,0/1/1T0:0:0,0,0,0,0,0|SEP,1,1,1,1,0
1670257029594	>>>	T|EPS|I,66,8.22,-205.40|I,67,5.00,61.70|I,68,3.16,3200.00|I,69,4.99,59.70|I,70,5.00,24.20|I,71,5.00,0.20|I,65,8.19,-3200.00|I_E,1,1,1,1|DA,0.00,0.00,0.00|DB,31.44|DC,26.50|C,0
1670257029596	>>>	T|EXP|THERM_P1,0|THERM_P2,0|I,64,-0.06,0.00,-1.00|I,67,-0.07,0.00,-0.80|P1A,20.38|P1B,20.44|P1C,20.44|P2A,20.69|P2B,20.75|P2C,20.
1670257034382	<<<	[C|CDH|T]
1670257034741	>>>	T|CDH|GPS,0/1/1T0:0:0,0,0,0,0,0|SEP,1,1,1,1,0
1670257034744	>>>	T|EPS|I,66,8.22,-202.50|I,67,5.00,61.20|I,68,3.16,3200.00|I,69,4.99,60.00|I,70,5.00,24.10|I,71,5.00,0.10|I,65,8.19,-3200.00|I_E,1,1,1,1|DA,0.00,0.00,0.00|DB,31.44|DC,26.50|C,0
1670257034746	>>>	T|EXP|THERM_P1,0|THERM_P2,0|I,64,-0.09,0.00,-0.80|I,67,-0.07,0.00,-0.80|P1A,20.38|P1B,20.44|P1C,20.44|P2A,20.69|P2B,20.69
1670257039375	<<<	[C|CDH|T]
1670257039875	>>>	T|CDH|GPS,0/1/1T0:0:0,0,0,0,0,0|SEP,1,1,1,1,0
1670257039880	>>>	T|EPS|I,66,8.22,-201.30|I,67,5.00,60.90|I,68,3.16,3200.00|I,69,4.99,60.00|I,70,5.00,24.10|I,71,5.01,0.40|I,65,8.19,-3200.00|I_E,1,1,1,1|DA,0.00,0.00,0.00|DB,31.44|DC,26.50|C,0
1670257039884	>>>	T|EXP|THERM_P1,0|THERM_P2,0|I,64,-0.10,0.00,-0.70|I,67,-0.07,0.00,-0.60|P1A,20.38|P1B,20.44|P1C,20.44|P2A,20.69|P2B,20.75
1670257044379	<<<	[C|CDH|T]
1670257045008	>>>	T|CDH|GPS,0/1/1T0:0:0,0,0,0,0,0|SEP,1,1,1,1,0
1670257045011	>>>	T|EPS|I,66,8.23,-202.10|I,67,5.00,61.70|I,68,3.16,3200.00|I,69,4.99,63.00|I,70,5.00,23.90|I,71,5.00,0.40|I,65,8.19,-3200.00|I_E,1,1,1,1|DA,0.00,0.00,0.00|DB,31.44|DC,26.50|C,0
1670257045013	>>>	T|EXP|THERM_P1,0|THERM_P2,0|I,64,-0.04,0.00,-0.70|I,67,-0.08,0.00,-0.70|P1A,20.38|P1B,20.44|P1C,20.44|P2A,20.69|P2B,20.7
1670257049374	<<<	[C|CDH|T]
1670257049447	>>>	T|CDH|GPS,0/1/1T0:0:0,0,0,0,0,0|SEP,1,1,1,1,0
1670257049450	>>>	T|EPS|I,66,8.22,-202.40|I,67,5.00,61.70|I,68,3.16,3200.00|I,69,4.99,59.80|I,70,5.00,24.00|I,71,5.00,0.30|I,65,8.19,-3200.00|I_E,1,1,1,1|DA,0.00,0.00,0.00|DB,31.44|DC,26.56|C,0
1670257049453	>>>	T|EXP|THERM_P1,0|THERM_P2,0|I,64,-0.09,0.00,-0.90|I,67,-0.07,0.00,-0.80|P1A,20.38|P1B,20.44|P1C,20.44|P2A,20.69|P2B,20.7
1670257054381	<<<	[C|CDH|T]
1670257054591	>>>	T|CDH|GPS,0/1/1T0:0:0,0,0,0,0,0|SEP,1,1,1,1,0
1670257054594	>>>	T|EPS|I,66,8.22,-202.40|I,67,5.00,61.30|I,68,3.16,3200.00|I,69,4.99,59.90|I,70,5.00,24.10|I,71,5.00,0.30|I,65,8.20,-3200.00|I_E,1,1,1,1|DA,0.00,0.00,0.00|DB,31.44|DC,26.50|C,0
1670257054596	>>>	T|EXP|THERM_P1,0|THERM_P2,0|I,64,-0.07,0.00,-0.50|I,67,-0.06,0.00,-0.70|P1A,20.38|P1B,20.44|P1C,20.44|P2A,20.69|P2B,20.75|P2
1670257057168	<<<	[C|EXP|HEAT|1|100]
1670257059387	<<<	[C|CDH|T]
1670257059455	>>>	T|CDH|GPS,0/1/1T0:0:0,0,0,0,0,0|SEP,1,1,1,1,0
1670257059459	>>>	T|EPS|I,66,8.20,-205.50|I,67,5.00,62.00|I,68,3.17,3200.00|I,69,4.99,59.90|I,70,5.00,29.60|I,71,5.00,0.20|I,65,8.17,-3200.00|I_E,1,1,1,1|DA,0.00,0.00,0.00|DB,31.50|DC,26.56|C,0
1670257059461	>>>	T|EXP|THERM_P1,100|THERM_P2,0|I,64,13.51,8.18,135.00|I,67,-0.09,0.00,-0.60|P1A,20.38|P1B,20.44|P1C,20.44|P2A,20.69|P2B,20.75|P2C,20
1670257059831	<<<	[C|EXP|HEAT|2|100]
1670257064390	<<<	[C|CDH|T]
1670257064616	>>>	T|CDH|GPS,0/1/1T0:0:0,0,0,0,0,0|SEP,1,1,1,1,0
1670257064619	>>>	T|EPS|I,66,8.20,-205.60|I,67,5.00,61.60|I,68,3.16,3200.00|I,69,4.99,59.90|I,70,5.00,29.30|I,71,5.00,0.10|I,65,8.17,-3200.00|I_E,1,1,1,1|DA,0.00,0.00,0.00|DB,31.50|DC,26.56|C,0
1670257064622	>>>	T|EXP|THERM_P1,100|THERM_P2,0|I,64,13.51,8.17,135.10|I,67,-0.07,0.00,-0.80|P1A,20.44|P1B,20.94|P1C,20.50|P2A,20.69|P2B,20.7
1670257069374	<<<	[C|CDH|T]
1670257069753	>>>	T|CDH|GPS,0/1/1T0:0:0,0,0,0,0,0|SEP,1,1,1,1,0
